,match,mismatch,mismatch_fraction,no_data
Semnopithecus_entellus,63194.0,27.0,0.0004270732826117904,
Trachypithecus_francoisi,63194.0,27.0,0.0004270732826117904,
Colobus_guereza,54511.0,2180.0,0.038454075602829374,6530.0
