,match,mismatch,mismatch_fraction,no_data
Trachypithecus_phayrei,122942.0,14.0,0.00011386186928657407,
Semnopithecus_entellus,122942.0,14.0,0.00011386186928657407,
Colobus_guereza,109406.0,3426.0,0.030363726602382304,10124.0
