,match,mismatch,mismatch_fraction,no_data
Trachypithecus_francoisi,207966.0,43.0,0.00020672182453643833,
Rhinopithecus_roxellana,199664.0,3561.0,0.017522450485914626,4784.0
Colobus_guereza,186123.0,5526.0,0.02883396208694019,16360.0
