,match,mismatch,mismatch_fraction,no_data
Trachypithecus_geei,171546.0,44.0,0.0002564251996037065,
Semnopithecus_entellus,171546.0,44.0,0.0002564251996037065,
Colobus_guereza,152369.0,5010.0,0.03183398039128473,14211.0
