neutral,selected
7979907.851940802,31362376.58801489
7539.151738124669,11247.102301179866
3643.9284087791066,5115.135010584437
2165.231147585562,2813.923486698294
1665.1051406998113,2147.350593366991
1405.7935309271375,1751.8566213300376
1231.4208549370692,1523.5528228233698
1107.1529452218033,1355.9451794820454
1031.220954129728,1263.6154948679064
1016.3916075085612,1346.6501127181307
1021.9962732919469,1447.6892339544574
855.4595500295227,1106.8387448011442
764.2157106546854,877.1580417403654
713.6065387724404,778.1168135972216
661.0664693328574,716.406530866392
608.391527492716,674.391831666271
570.0438045577963,641.1215460877169
533.8737229062692,591.4661454087504
489.8995111270942,518.3250814975593
629.5253731697704,686.4396423849989
0.0,0.0
