neutral.Homo_sapiens,selected.Homo_sapiens,neutral.Pan_paniscus,selected.Pan_paniscus,neutral.Pan_troglodytes_troglodytes,selected.Pan_troglodytes_troglodytes,neutral.Pan_troglodytes_schweinfurthii,selected.Pan_troglodytes_schweinfurthii,neutral.Pan_troglodytes_verus,selected.Pan_troglodytes_verus,neutral.Pan_troglodytes_ellioti,selected.Pan_troglodytes_ellioti,neutral.Pongo_pygmaeus,selected.Pongo_pygmaeus,neutral.Pongo_abelii,selected.Pongo_abelii,neutral.Gorilla_gorilla_gorilla,selected.Gorilla_gorilla_gorilla
4086225.259684063,15897253.46428079,4044412.8948037247,15937903.556837888,4094164.775415554,15858599.575608091,4050175.7840568097,15911598.89698918,4058806.560422985,15921057.341663184,4117608.551779109,15850697.64350689,4061932.016699064,15889308.492993783,3925677.0182785694,16020581.598415848,3979916.2901786254,15981279.446948376
2565.057659313858,4333.5763409245055,3479.7105563721684,5793.186435960662,11785.471598929476,15500.840601820944,7426.694998339302,10494.612681427432,3336.879460138159,5340.674294314481,5794.697299337937,8755.00564889306,7138.270778677324,10753.450391180011,7888.686389573993,12530.394936716046,6432.369656653559,9310.40994223954
1225.9074599367996,1700.397751059027,1430.3628315192836,2099.603226876079,4174.540173311019,4784.127399117268,3544.760266348464,4300.774864312357,1619.333819784777,2370.63182099869,2627.7472123169696,3541.090705627579,3990.57838927342,5084.83005326273,4539.949398586269,6577.600005611138,3579.495211591904,4536.543707365975
866.73178288113,1123.676728744209,760.3426253285124,1077.466569461688,2062.751788340668,2298.2852901459223,2151.9450831513523,2476.981721589996,999.0357461305338,1368.3503499178678,1649.602355174734,2046.071966252791,2940.414299402545,3504.7215831014164,3020.0011039219016,4097.03560507969,2331.87988484374,2756.4268065898127
690.3538543436783,853.0681731472308,469.3308989314002,652.5237873977524,1239.8843809393793,1366.9999010664626,1442.8354834042086,1600.7244791714982,700.0829819427805,902.3612831214704,1205.1203797921823,1403.6320143564355,2340.688365539788,2683.044033516804,2173.2020202018334,2836.6460761458493,1666.2377402749432,1878.3902524414252
578.963264558859,687.7455154757337,335.02924974480663,445.7575772809946,837.108672708567,915.1682307452772,1005.4408346997604,1087.164020853355,549.1750920015076,682.039239330285,874.7852113694778,1003.1446824923198,1938.3039888175308,2160.224299952211,1679.5658735450895,2121.905731361662,1272.9566766411665,1384.4436636517985
487.6149930423324,563.3302385674793,268.9963825379214,344.0243757824865,614.4572974771041,659.4830445526204,725.3377433600465,783.7212413366192,480.9086863179333,594.137170636334,680.3799033262776,769.1017644410931,1631.952307578035,1785.8111373993047,1467.616102579215,1791.282900372189,1002.7785257259744,1068.8506373067214
393.2463910697404,451.6058820816557,235.19560687369807,292.0182343227843,480.6995904319313,515.8310067661232,559.1061423301284,625.2193936833507,539.9283991417085,652.5595700525394,643.6589851067862,699.7665855112913,1332.1721833862798,1475.02849606644,1344.6958282080318,1672.801333680546,766.7049111784519,816.7752564900153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
