,match,mismatch,mismatch_fraction,no_data
Homo_sapiens,46263.0,1385.0,0.029067327065144394,
Gorilla_gorilla,45503.0,1667.0,0.03534025863896544,478.0
Pongo_abelii,42594.0,1834.0,0.04128027370126947,3220.0
