,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,18720493,52368,4210,[5.86339686e-05 6.67820425e-05],"{'K0': 4.7026614753422735e-05, 'K1': 1.1607353826571358e-05, 'K2': 1.975542775198318e-05, 'k': 3.772422208663818}"
