,match,mismatch,mismatch_fraction,no_data
Homo_sapiens,376747.0,11695.0,0.030107454909613276,
Gorilla_gorilla,371876.0,13411.0,0.03480781858718306,3155.0
Pongo_abelii,348960.0,13900.0,0.038306784985944996,25582.0
