neutral,selected
3954168.121217087,16008896.352162674
4892.566851206112,9793.118443201234
2339.772710629527,4209.800249908634
1454.9382199077597,2455.869766382562
951.6442685980052,1553.3992877641558
663.8054338609778,1070.4298557510047
500.10014889267046,804.4246071094344
378.54490652649616,620.5738280170465
306.45920481721845,503.2858629714833
247.81899117609447,408.3756907531938
208.2708897599334,338.5046038040922
186.11798079083837,301.413530440564
166.37045538061196,262.71195910616655
150.75731860512406,231.92165570478932
144.0759645056263,212.96978722284263
137.2259098448859,205.39373168614324
138.12703213085194,199.54572212139968
126.33294301152792,182.51950437008125
123.03264464434976,172.72127111735344
107.22125645044794,185.36413206611257
0.0,0.0
