BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMEA112482998	PD_0245	PD_0245	ERS14600349	PRJEB59576	Lepilemur_ankaranensis_ssp	Lepilemur_ankaranensis_ssp	Microcebus_murinus_ssp	Lepilemur	ankaranensis	ssp	F	F	34.094	0.791	37.312	0.68	Unknown	Unknown
SAMEA112483001	PD_0248	PD_0248	ERS14600352	PRJEB59576	Lepilemur_ankaranensis_ssp	Lepilemur_ankaranensis_ssp	Microcebus_murinus_ssp	Lepilemur	ankaranensis	ssp	F	F	37.802	0.793	41.709	0.683	Unknown	Unknown
SAMEA116330188	SAMEA116330188	SAMEA116330188	ERS21379034	PRJEB77609	Lepilemur_ankaranensis_ssp	Lepilemur_ankaranensis_ssp	Microcebus_murinus_ssp	Lepilemur	ankaranensis	ssp	Unknown	F	32.247	0.787	33.467	0.676	Unknown	Unknown
SAMEA116330189	SAMEA116330189	SAMEA116330189	ERS21379035	PRJEB77609	Lepilemur_ankaranensis_ssp	Lepilemur_ankaranensis_ssp	Microcebus_murinus_ssp	Lepilemur	ankaranensis	ssp	Unknown	F	32.547	0.787	35.904	0.677	Unknown	Unknown
SAMEA116330190	SAMEA116330190	SAMEA116330190	ERS21379036	PRJEB77609	Lepilemur_ankaranensis_ssp	Lepilemur_ankaranensis_ssp	Microcebus_murinus_ssp	Lepilemur	ankaranensis	ssp	Unknown	F	29.249	0.786	33.04	0.675	Unknown	Unknown
SAMEA112482999	PD_0246	PD_0246	ERS14600350	PRJEB59576	Lepilemur_dorsalis_ssp	Lepilemur_dorsalis_ssp	Microcebus_murinus_ssp	Lepilemur	dorsalis	ssp	M	M	38.034	0.791	24.828	0.676	Unknown	Unknown
SAMEA116330191	SAMEA116330191	SAMEA116330191	ERS21379037	PRJEB77609	Lepilemur_dorsalis_ssp	Lepilemur_dorsalis_ssp	Microcebus_murinus_ssp	Lepilemur	dorsalis	ssp	Unknown	F	32.84	0.784	36.028	0.674	Unknown	Unknown
SAMEA116330192	SAMEA116330192	SAMEA116330192	ERS21379038	PRJEB77609	Lepilemur_mittermeieri_ssp	Lepilemur_mittermeieri_ssp	Microcebus_murinus_ssp	Lepilemur	mittermeieri	ssp	Unknown	F	34.736	0.793	39.614	0.683	Unknown	Unknown
SAMN08793326	SAMN08793326	SAMN08793326	SRS3088911	PRJNA445550	Lepilemur_mustelinus_ssp	Lepilemur_mustelinus_ssp	Microcebus_murinus_ssp	Lepilemur	mustelinus	ssp	Unknown	F	11.507	0.79	13.175	0.679	Unknown	Unknown
SAMEA112483002	PD_0249	PD_0249	ERS14600353	PRJEB59576	Lepilemur_ruficaudatus_ssp	Lepilemur_ruficaudatus_ssp	Microcebus_murinus_ssp	Lepilemur	ruficaudatus	ssp	M	M	30.024	0.785	20.186	0.669	Unknown	Unknown
SAMEA116330193	SAMEA116330193	SAMEA116330193	ERS21379039	PRJEB77609	Lepilemur_ruficaudatus_ssp	Lepilemur_ruficaudatus_ssp	Microcebus_murinus_ssp	Lepilemur	ruficaudatus	ssp	Unknown	F	28.636	0.788	33.021	0.678	Unknown	Unknown
SAMEA116330194	SAMEA116330194	SAMEA116330194	ERS21379040	PRJEB77609	Lepilemur_sahamalazensis_ssp	Lepilemur_sahamalazensis_ssp	Microcebus_murinus_ssp	Lepilemur	sahamalazensis	ssp	Unknown	F	30.618	0.792	34.044	0.684	Unknown	Unknown
SAMEA112482919	PD_0161	PD_0161	ERS14600270	PRJEB59576	Lepilemur_septentrionalis_ssp	Lepilemur_septentrionalis_ssp	Microcebus_murinus_ssp	Lepilemur	septentrionalis	ssp	M	M	44.07	0.793	29.25	0.678	Unknown	Unknown
SAMEA112483003	PD_0250	PD_0250	ERS14600354	PRJEB59576	Lepilemur_septentrionalis_ssp	Lepilemur_septentrionalis_ssp	Microcebus_murinus_ssp	Lepilemur	septentrionalis	ssp	M	M	39.046	0.792	25.914	0.676	Unknown	Unknown
