REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Ateles_hybridus_ssp	ORGONE_01	GCA_916098195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/195/GCA_916098195.1_ORGONE_01/GCA_916098195.1_ORGONE_01_genomic.fna.gz
