REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Lemur_catta_ssp	mLemCat1.pri	GCA_020740605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/605/GCF_020740605.2_mLemCat1.pri/GCF_020740605.2_mLemCat1.pri_genomic.fna.gz
