BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMN00007169	SAMN00007169	SAMN00007169	SRS009468	PRJNA20869	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	M	M	6.723	0.979	3.767	0.948	4.135	0.903
SAMN00007171	SAMN00007171	SAMN00007171	SRS009470	PRJNA20869	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	M	M	5.501	0.974	3.118	0.921	3.202	0.885
SAMN00007172	SAMN00007172	SAMN00007172	SRS009471	PRJNA20869	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	6.74	0.981	6.871	0.991	4.112	0.135
SAMN00007173	SAMN00007173	SAMN00007173	SRS009472	PRJNA20869	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	5.676	0.977	5.696	0.985	4.79	0.154
SAMN01920542	SAMN01920542	SAMN01920542	SRS396837	PRJNA189439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	32.273	0.985	33.11	0.995	24.212	0.14
SAMN01920543	SAMN01920543	SAMN01920543	SRS396838	PRJNA189439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	28.414	0.985	29.635	0.993	14.381	0.117
SAMN01920544	SAMN01920544	SAMN01920544	SRS396839	PRJNA189439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	33.006	0.985	34.451	0.993	17.92	0.132
SAMN01920545	SAMN01920545	SAMN01920545	SRS396840	PRJNA189439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	32.483	0.986	34.063	0.993	16.267	0.147
SAMN01920546	SAMN01920546	SAMN01920546	SRS396841	PRJNA189439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	M	M	26.352	0.983	14.552	0.993	15.291	0.943
SAMN06275555	SAMN06275555	SAMN06275555	SRS1961362	PRJNA369439	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo_abelii_ssp	Pongo	abelii	ssp	F	F	109.655	0.996	111.577	0.999	50.961	0.204
