REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Symphalangus_syndactylus_ssp	Symphalangus_syndactylus_HiC	GCA_028878055.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/878/055/GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri/GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri_genomic.fna.gz
