REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Piliocolobus_tephrosceles_ssp	ASM277652v5	GCA_002776525.5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/525/GCF_002776525.5_ASM277652v5/GCF_002776525.5_ASM277652v5_genomic.fna.gz
