REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Nycticebus_coucang_ssp	mNycCou1.pri	GCA_027406575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/406/575/GCF_027406575.1_mNycCou1.pri/GCF_027406575.1_mNycCou1.pri_genomic.fna.gz
