REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Pongo_abelii_ssp	NHGRI_mPonAbe1-v2.0_pri	GCA_028885655.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/655/GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri/GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri_genomic.fna.gz
Pongo_pygmaeus_ssp	NHGRI_mPonPyg2-v2.0_pri	GCA_028885625.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/625/GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri/GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri_genomic.fna.gz
