REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Trachypithecus_francoisi_ssp	Tfra_2.0	GCA_009764315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/315/GCF_009764315.1_Tfra_2.0/GCF_009764315.1_Tfra_2.0_genomic.fna.gz
