REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Cercopithecus_mitis_ssp	Cercopithecus_mitis_HiC	GCA_028627265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/627/265/GCA_028627265.1_Cercopithecus_mitis_HiC/GCA_028627265.1_Cercopithecus_mitis_HiC_genomic.fna.gz
