REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_HiC	Otolemur_crassicaudatus_HiC	https://dnazoo.s3.wasabisys.com/Otolemur_crassicaudatus/Otolemur_crassicaudatus_HiC.fasta.gz
