REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Hylobates_pileatus_ssp	ASM2149846v1	GCA_021498465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/498/465/GCA_021498465.1_ASM2149846v1/GCA_021498465.1_ASM2149846v1_genomic.fna.gz
