BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMEA112483152	PD_0623	PD_0623	ERS14600503	PRJEB59576	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur	crassicaudatus	ssp	F	F	32.721	0.994	Unknown	Unknown	Unknown	Unknown
SAMEA112483154	PD_0625	PD_0625	ERS14600505	PRJEB59576	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur	crassicaudatus	ssp	F	F	31.82	0.994	Unknown	Unknown	Unknown	Unknown
SAMN25565066	SAMN25565066	SAMN25565066	SRS11852978	PRJNA512907	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur_crassicaudatus_ssp	Otolemur	crassicaudatus	ssp	F	F	57.837	0.994	Unknown	Unknown	Unknown	Unknown
SAMEA112483153	PD_0624	PD_0624	ERS14600504	PRJEB59576	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	M	M	33.154	0.986	Unknown	Unknown	Unknown	Unknown
SAMN00013026	SAMN00013026	SAMN00013026	SRS003167	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	3.027	0.693	Unknown	Unknown	Unknown	Unknown
SAMN00013027	SAMN00013027	SAMN00013027	SRS003168	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	2.314	0.611	Unknown	Unknown	Unknown	Unknown
SAMN00013028	SAMN00013028	SAMN00013028	SRS003169	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	2.176	0.671	Unknown	Unknown	Unknown	Unknown
SAMN00013337	SAMN00013337	SAMN00013337	SRS009928	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	2.174	0.586	Unknown	Unknown	Unknown	Unknown
SAMN00013338	SAMN00013338	SAMN00013338	SRS009929	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	2.125	0.598	Unknown	Unknown	Unknown	Unknown
SAMN00013339	SAMN00013339	SAMN00013339	SRS009930	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.897	0.522	Unknown	Unknown	Unknown	Unknown
SAMN00013340	SAMN00013340	SAMN00013340	SRS009931	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.297	0.24	Unknown	Unknown	Unknown	Unknown
SAMN00013341	SAMN00013341	SAMN00013341	SRS009932	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	14.402	0.97	Unknown	Unknown	Unknown	Unknown
SAMN00013342	SAMN00013342	SAMN00013342	SRS009933	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	8.238	0.948	Unknown	Unknown	Unknown	Unknown
SAMN00013343	SAMN00013343	SAMN00013343	SRS009934	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.88	0.639	Unknown	Unknown	Unknown	Unknown
SAMN00013344	SAMN00013344	SAMN00013344	SRS009935	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	5.262	0.936	Unknown	Unknown	Unknown	Unknown
SAMN00013345	SAMN00013345	SAMN00013345	SRS009936	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	6.582	0.955	Unknown	Unknown	Unknown	Unknown
SAMN00013346	SAMN00013346	SAMN00013346	SRS009937	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	19.031	0.982	Unknown	Unknown	Unknown	Unknown
SAMN00013347	SAMN00013347	SAMN00013347	SRS009938	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.288	0.349	Unknown	Unknown	Unknown	Unknown
SAMN00013348	SAMN00013348	SAMN00013348	SRS009939	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.263	0.326	Unknown	Unknown	Unknown	Unknown
SAMN00103053	SAMN00103053	SAMN00103053	SRS003155	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	145.537	0.989	Unknown	Unknown	Unknown	Unknown
SAMN00728422	SAMN00728422	SAMN00728422	SRS265693	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.177	0.235	Unknown	Unknown	Unknown	Unknown
SAMN00728423	SAMN00728423	SAMN00728423	SRS265694	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.193	0.257	Unknown	Unknown	Unknown	Unknown
SAMN00728424	SAMN00728424	SAMN00728424	SRS265695	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.186	0.246	Unknown	Unknown	Unknown	Unknown
SAMN00728425	SAMN00728425	SAMN00728425	SRS265696	PRJNA16955	Otolemur_garnettii_ssp	Otolemur_garnettii_ssp	Otolemur_crassicaudatus_ssp	Otolemur	garnettii	ssp	Unknown	Unknown	1.212	0.278	Unknown	Unknown	Unknown	Unknown
