BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMEA112482845	PD_0052	PD_0052	ERS14600196	PRJEB59576	Presbytis_comata_ssp	Presbytis_comata_ssp	Rhinopithecus_roxellana_ssp	Presbytis	comata	ssp	FALSE	F	41.273	0.95	40.175	0.938	Unknown	Unknown
SAMEA112482831	PD_0038	PD_0038	ERS14600182	PRJEB59576	Presbytis_melalophos_mitrata	Presbytis_melalophos_ssp	Rhinopithecus_roxellana_ssp	Presbytis	melalophos	mitrata	FALSE	F	37.875	0.951	34.201	0.939	Unknown	Unknown
