REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Microcebus_murinus_ssp	Mmur_3.0	GCA_000165445.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/445/GCF_000165445.2_Mmur_3.0/GCF_000165445.2_Mmur_3.0_genomic.fna.gz
