BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMD00215308	SAMD00215308	SAMD00215308	DRS139837	PRJDB9555	Macaca_fascicularis_aureus	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	aureus	Unknown	F	41.733	0.972	48.984	0.971	14.313	0.19
SAMD00215309	SAMD00215309	SAMD00215309	DRS139838	PRJDB9555	Macaca_fascicularis_aureus	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	aureus	Unknown	M	39.399	0.976	24.686	0.971	20.125	0.84
SAMD00215310	SAMD00215310	SAMD00215310	DRS139839	PRJDB9555	Macaca_fascicularis_fascicularis	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	fascicularis	Unknown	M	37.535	0.978	23.17	0.97	18.137	0.871
SAMEA112483067	PD_0538	PD_0538	ERS14600418	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	M	M	24.267	0.979	11.682	0.976	11.283	0.865
SAMEA112483068	PD_0539	PD_0539	ERS14600419	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	M	M	45.411	0.988	23.402	0.988	23.32	0.908
SAMEA112483284	PD_0816	PD_0816	ERS14600635	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	M	M	37.397	0.99	19.953	0.994	20.373	0.921
SAMEA112483285	PD_0817	PD_0817	ERS14600636	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	F	F	36.052	0.99	35.281	0.988	14.869	0.164
SAMEA112483286	PD_0818	PD_0818	ERS14600637	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	F	F	34.98	0.99	34.803	0.997	14.201	0.163
SAMEA112483287	PD_0819	PD_0819	ERS14600638	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	M	M	36.813	0.99	19.508	0.993	19.386	0.898
SAMEA112483288	PD_0820	PD_0820	ERS14600639	PRJEB59576	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis_ssp	Macaca	fascicularis	ssp	M	M	37.564	0.991	20.167	0.994	19.782	0.9
