BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMN02900445	SAMN02900445	SAMN02900445	SRS666311	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	19.455	0.964	20.351	0.937	Unknown	Unknown
SAMN02900446	SAMN02900446	SAMN02900446	SRS666312	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	22.976	0.965	17.905	0.944	Unknown	Unknown
SAMN02900447	SAMN02900447	SAMN02900447	SRS666316	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	M	F	22.771	0.965	17.555	0.944	Unknown	Unknown
SAMN02900448	SAMN02900448	SAMN02900448	SRS666317	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	M	M	24.341	0.965	13.442	0.943	Unknown	Unknown
SAMN02900449	SAMN02900449	SAMN02900449	SRS666318	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	M	M	23.771	0.965	13.421	0.943	Unknown	Unknown
SAMN02900450	SAMN02900450	SAMN02900450	SRS666313	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	21.368	0.964	21.795	0.937	Unknown	Unknown
SAMN02900451	SAMN02900451	SAMN02900451	SRS666319	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	M	M	23.05	0.965	12.628	0.941	Unknown	Unknown
SAMN02900452	SAMN02900452	SAMN02900452	SRS666314	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	22.451	0.965	24.216	0.937	Unknown	Unknown
SAMN02900453	SAMN02900453	SAMN02900453	SRS666310	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	21.887	0.965	22.845	0.938	Unknown	Unknown
SAMN02900454	SAMN02900454	SAMN02900454	SRS666315	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	M	M	25.18	0.964	13.678	0.941	Unknown	Unknown
SAMN03121017	SAMN03121017	SAMN03121017	SRS774349	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	46.908	0.969	48.223	0.943	Unknown	Unknown
SAMN03199810	SAMN03199810	SAMN03199810	SRS774348	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	77.106	0.968	79.274	0.941	Unknown	Unknown
SAMN03199811	SAMN03199811	SAMN03199811	SRS774347	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	19.161	0.965	19.971	0.938	Unknown	Unknown
SAMN03199812	SAMN03199812	SAMN03199812	SRS774350	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	4.453	0.898	4.719	0.881	Unknown	Unknown
SAMN03222862	SAMN03222862	SAMN03222862	SRS774351	PRJNA157077	Cercocebus_atys_ssp	Cercocebus_atys_ssp	Mandrillus_sphinx_ssp	Cercocebus	atys	ssp	F	F	4.413	0.744	4.65	0.738	Unknown	Unknown
SAMEA112482861	PD_0068	PD_0068	ERS14600212	PRJEB59576	Cercocebus_chrysogaster_ssp	Cercocebus_chrysogaster_ssp	Mandrillus_sphinx_ssp	Cercocebus	chrysogaster	ssp	F	F	34.086	0.965	34.465	0.938	Unknown	Unknown
SAMEA112482900	PD_0125	PD_0125	ERS14600251	PRJEB59576	Cercocebus_lunulatus_ssp	Cercocebus_lunulatus_ssp	Mandrillus_sphinx_ssp	Cercocebus	lunulatus	ssp	M	M	36.741	0.966	19.943	0.946	Unknown	Unknown
SAMEA112483009	PD_0256	PD_0256	ERS14600360	PRJEB59576	Cercocebus_torquatus_ssp	Cercocebus_torquatus_ssp	Mandrillus_sphinx_ssp	Cercocebus	torquatus	ssp	M	M	47.957	0.967	26.146	0.946	Unknown	Unknown
SAMEA112483045	PD_0408	PD_0408	ERS14600396	PRJEB59576	Cercocebus_torquatus_ssp	Cercocebus_torquatus_ssp	Mandrillus_sphinx_ssp	Cercocebus	torquatus	ssp	M	M	35.101	0.966	19.217	0.946	Unknown	Unknown
