REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Pithecia_pithecia_ssp	Pithecia_pithecia_HiC	GCA_028551515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/515/GCA_028551515.1_Pithecia_pithecia_HiC/GCA_028551515.1_Pithecia_pithecia_HiC_genomic.fna.gz
