REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Pan_paniscus_ssp	NHGRI_mPanPan1-v2.0_pri	GCA_029289425.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/289/425/GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri/GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri_genomic.fna.gz
Pan_troglodytes_ssp	NHGRI_mPanTro3-v2.0_pri	GCA_028858775.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/775/GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri/GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri_genomic.fna.gz
