REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Plecturocebus_cupreus_ssp	PleCup_hybrid	GCA_040437455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/455/GCA_040437455.1_PleCup_hybrid/GCA_040437455.1_PleCup_hybrid_genomic.fna.gz
