REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Rhinopithecus_roxellana_ssp	ASM756505v1	GCA_007565055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/565/055/GCF_007565055.1_ASM756505v1/GCF_007565055.1_ASM756505v1_genomic.fna.gz
