REFERENCE_FOLDER	REFERENCE_NAME	GENBANK_ID	FTP
Theropithecus_gelada_ssp	Tgel_1.0	GCA_003255815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/255/815/GCF_003255815.1_Tgel_1.0/GCF_003255815.1_Tgel_1.0_genomic.fna.gz
