BIOSAMPLE_ID	PDGP_ID	GVCF_ID	SRA_SAMPLE_ID	BIOPROJECT_ID	BAM_FOLDER	GVCF_FOLDER	REFERENCE_FOLDER	GENUS	SPECIES	SUBSPECIES	REPORTED_SEX	GENETIC_SEX	AVG_COVERAGE_A	PROP_COVERED_A	AVG_COVERAGE_X	PROP_COVERED_X	AVG_COVERAGE_Y	PROP_COVERED_Y
SAMEA14464399	PD_0004	PD_0004	ERS12091872	PRJEB59576	Ateles_belzebuth_ssp	Ateles_belzebuth_ssp	Ateles_hybridus_ssp	Ateles	belzebuth	ssp	F	F	38.284	0.995	38.674	0.995	Unknown	Unknown
SAMEA14464400	PD_0138	PD_0138	ERS12091873	PRJEB59576	Ateles_belzebuth_ssp	Ateles_belzebuth_ssp	Ateles_hybridus_ssp	Ateles	belzebuth	ssp	F	F	45.502	0.995	45.614	0.995	Unknown	Unknown
SAMEA112483027	PD_0305	PD_0305	ERS14600378	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	21.707	0.975	21.286	0.96	Unknown	Unknown
SAMEA14464401	PD_0074	PD_0074	ERS12091874	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	M	M	45.142	0.995	25.098	0.993	Unknown	Unknown
SAMEA14464402	PD_0139	PD_0139	ERS12091875	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	41.922	0.995	38.156	0.994	Unknown	Unknown
SAMEA14464403	PD_0140	PD_0140	ERS12091876	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	34.341	0.994	34.943	0.993	Unknown	Unknown
SAMEA14464404	PD_0300	PD_0300	ERS12091877	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	M	M	35.318	0.995	18.908	0.992	Unknown	Unknown
SAMEA14464405	PD_0301	PD_0301	ERS12091878	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	M	M	34.293	0.994	18.827	0.991	Unknown	Unknown
SAMEA14464406	PD_0302	PD_0302	ERS12091879	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	M	M	34.769	0.995	18.185	0.991	Unknown	Unknown
SAMEA14464407	PD_0303	PD_0303	ERS12091880	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	M	M	34.761	0.994	19.452	0.992	Unknown	Unknown
SAMEA14464408	PD_0431	PD_0431	ERS12091881	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	43.673	0.995	45.029	0.994	Unknown	Unknown
SAMEA14464409	PD_0432	PD_0432	ERS12091882	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	36.366	0.994	37.322	0.993	Unknown	Unknown
SAMEA14464410	PD_0433	PD_0433	ERS12091883	PRJEB59576	Ateles_chamek_ssp	Ateles_chamek_ssp	Ateles_hybridus_ssp	Ateles	chamek	ssp	F	F	36.009	0.994	36.85	0.993	Unknown	Unknown
SAMEA14464411	PD_0177	PD_0177	ERS12091884	PRJEB59576	Ateles_geoffroyi_ssp	Ateles_geoffroyi_ssp	Ateles_hybridus_ssp	Ateles	geoffroyi	ssp	F	F	39.092	0.995	38.69	0.995	Unknown	Unknown
SAMN07678064	SAMN07678064	SAMN07678064	SRS8959850	PRJNA399374	Ateles_geoffroyi_ssp	Ateles_geoffroyi_ssp	Ateles_hybridus_ssp	Ateles	geoffroyi	ssp	Unknown	F	26.613	0.991	27.629	0.991	Unknown	Unknown
SAMN23530499	SAMN23530499	SAMN23530499	SRS11219896	PRJNA785018	Ateles_geoffroyi_ssp	Ateles_geoffroyi_ssp	Ateles_hybridus_ssp	Ateles	geoffroyi	ssp	M	M	61.544	0.994	33.582	0.994	Unknown	Unknown
SAMEA14464412	PD_0076	PD_0076	ERS12091885	PRJEB59576	Ateles_marginatus_ssp	Ateles_marginatus_ssp	Ateles_hybridus_ssp	Ateles	marginatus	ssp	F	F	45.673	0.995	45.034	0.994	Unknown	Unknown
SAMEA14464413	PD_0075	PD_0075	ERS12091886	PRJEB59576	Ateles_paniscus_ssp	Ateles_paniscus_ssp	Ateles_hybridus_ssp	Ateles	paniscus	ssp	M	M	41.664	0.995	22.651	0.99	Unknown	Unknown
SAMEA14464414	PD_0304	PD_0304	ERS12091887	PRJEB59576	Ateles_paniscus_ssp	Ateles_paniscus_ssp	Ateles_hybridus_ssp	Ateles	paniscus	ssp	M	M	32.19	0.994	17.865	0.989	Unknown	Unknown
