label,x
Homo_sapiens,14730.761483447359
Pan_troglodytes,16402.628850964833
Pan_paniscus,45391.55607770497
Pan_troglodytes_ellioti,36413.51802887528
Pan_troglodytes_schweinfurthii,17843.684777562466
Pan_troglodytes_troglodytes,28713.87042179519
Pan_troglodytes_verus,40081.72250958298
Pan_troglodytes,39969.06614045001
Gorilla_gorilla,39500.86821487132
