,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,18541364,59521,24824,[0.0002247  0.00022471 0.00037603],"{'K0': 0.0002246866037018236, 'K1': 1e-08, 'K2': 1e-08, 'K3': 1e-08, 'K4': 0.00015133507829989684, 'k': 3.480612733365246}"
