,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,37807563,90164,8563,[2.41801351e-05 2.41901351e-05 9.17003214e-05],"{'K0': 2.417013514061673e-05, 'K1': 1e-08, 'K2': 1e-08, 'K3': 1e-08, 'K4': 6.752018625882622e-05, 'k': 2.748232521602515}"
