,match,mismatch,mismatch_fraction,no_data
Papio_ursinus,374577.0,1045.0,0.002782052169468242,
Papio_anubis,374577.0,1045.0,0.002782052169468242,
Macaca_mulatta,362595.0,6081.0,0.01649415747160108,6946.0
