,match,mismatch,mismatch_fraction,no_data
Papio_cynocephalus,212154.0,582.0,0.0027357851985559565,
Papio_anubis,212154.0,582.0,0.0027357851985559565,
Macaca_mulatta,204585.0,3534.0,0.016980669713000735,4617.0
