,match,mismatch,mismatch_fraction,no_data
Papio_hamadryas,61758.0,23.0,0.0003722827406484194,
Papio_kindae,61758.0,23.0,0.0003722827406484194,
Macaca_mulatta,58607.0,948.0,0.015918058937116952,2226.0
