,match,mismatch,mismatch_fraction,no_data
Papio_anubis,130148.0,94.0,0.0007217333886150397,
Papio_kindae,130148.0,94.0,0.0007217333886150397,
Macaca_mulatta,124674.0,2027.0,0.01599829519893292,3541.0
