,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,36987429,93041,18524,[5.11213691e-05 5.11313691e-05 1.28065893e-04],"{'K0': 5.111136914136347e-05, 'K1': 1e-08, 'K2': 1e-08, 'K3': 1e-08, 'K4': 7.694452435072607e-05, 'k': 2.853074700784149}"
