,match,mismatch,mismatch_fraction,no_data
Papio_hamadryas,288472.0,279.0,0.0009662304199812295,
Papio_kindae,288472.0,279.0,0.0009662304199812295,
Macaca_mulatta,278312.0,4469.0,0.01580374919107012,5970.0
