,match,mismatch,mismatch_fraction,no_data
Papio_cynocephalus,134841.0,45.0,0.00033361505271117835,
Papio_anubis,134841.0,45.0,0.00033361505271117835,
Macaca_mulatta,129922.0,1868.0,0.014174064800060702,3096.0
