all
223210.00449889727
172828.92518474083
109739.53980787417
79218.70791223791
60826.82728323485
48700.20918260366
40241.6753293278
34113.11909110006
29562.331527997296
26121.860695183066
23488.824772224954
21438.580650347485
19781.253333454595
18367.10791258903
17083.664172811925
15884.016527055079
14774.225976061427
13762.523065299325
12712.850271563131
10997.208523498568
6691.544281929352
